Marka	Grad	Cena	Godina proizvodnje	Karoserija	Gorivo	Zapremina motora	Kilometraza	Konjske snage	Menjac
Audi	Obrenovac	8250	2009	Limuzina	Dizel	1968	183574.0	140	Automatski
BMW	Čačak	4600	2002	Limuzina	Dizel	1951	272000.0	136	Manuelni
BMW	Pančevo	4500	2006	Limuzina	Dizel	1999	300069.0	163	Manuelni
Škoda	Inđija	2000	2008	Pickup	Benzin + Gas (TNG)	1400	281000.0	86	Manuelni
Škoda	Kragujevac	11000	2018	Karavan	Benzin + Metan (CNG)	1396	205720.0	109	Automatski
Renault	Kraljevo	11950	2022	Hečbek	Dizel	1461	138358.0	116	Manuelni
Peugeot	Beograd	8700	2018	Hečbek	Benzin	998	123474.0	72	Automatski
Seat	Beograd	850000	2001	Kupe	Dizel	1900	350000.0	75	Manuelni
Mazda	Novi Sad	8800	2012	Džip/SUV	Dizel	2184	175000.0	175	Manuelni
Opel	Ljig	5200	2012	Karavan	Dizel	1686	185000.0	110	Manuelni
Fiat	Beograd	4950	2016	Hečbek	Benzin + Metan (CNG)	1368	145232.0	77	Manuelni
Opel	Nova Varoš	1450	2006	Hečbek	Dizel	1910	334700.0	101	Manuelni
Mercedes Benz	Voždovac	61000	2016	Džip/SUV	Benzin	2996	106890.0	367	Automatski
Peugeot	Novi Sad	5900	2010	Hečbek	Dizel	1997	230000.0	150	Manuelni
Opel	Ruma	4499	2010	Hečbek	Benzin	1398	187000.0	87	Manuelni
Volkswagen	Novi Sad	42990	2024	Karavan	Dizel	1968	19495.0	150	Automatski
Seat	Vlasotince	1400	2002	Hečbek	Dizel	1422	185000.0	75	Manuelni
Renault	Vrnjačka Banja	2800	2008	Karavan	Benzin	1598	239000.0	111	Manuelni
Alfa Romeo	Železnik	1150	2004	Kupe	Dizel	1910	165563.0	150	Manuelni
Audi	Apatin	11900	2012	Limuzina	Dizel	1968	239485.0	177	Manuelni
Volkswagen	Beograd	14200	2018	Karavan	Dizel	1968	287000.0	150	Automatski
Renault	Altina	7900	2017	Hečbek	Dizel	1461	85730.0	90	Manuelni
BMW	Gornji Milanovac	4700	2003	Džip/SUV	Dizel	2926	250000.0	184	Manuelni
Citroen	Kraljevo	4850	2010	Monovolumen (MiniVan)	Dizel	1560	290000.0	90	Manuelni
Volkswagen	Knjaževac	4700	2011	Hečbek	Dizel	1199	202567.0	75	Manuelni
BMW	Novi Sad	3500	2004	Kupe	Dizel	1995	300000.0	150	Manuelni
Fiat	Inđija	2000	2010	Limuzina	Dizel	1300	340000.0	75	Manuelni
Jaguar	Čačak	35990	2021	Džip/SUV	Dizel	1997	99906.0	163	Automatski
Audi	Sremska Kamenica	18500	2015	Kupe	Dizel	1968	285000.0	184	Manuelni
Audi	Beograd	3000	2007	Limuzina	Dizel	2698	286437.0	179	Automatski
Audi	Čačak	6300	2010	Karavan	Benzin	1798	209000.0	120	Automatski
Smart	Beograd	2200	2005	Kupe	Benzin	698	223245.0	61	Automatski
Mercedes Benz	Beograd	4590	2008	Limuzina	Dizel	2200	285000.0	136	Automatski
BMW	Beograd	27800	2018	Limuzina	Dizel	1995	63000.0	190	Automatski
Renault	Šabac	8799	2017	Hečbek	Dizel	1461	192000.0	90	Manuelni
Volkswagen	Čačak	2250	2004	Karavan	Dizel	1896	333333.0	131	Automatski
Peugeot	Beograd	7500	2013	Hečbek	Benzin	1598	210000.0	156	Manuelni
Audi	Beograd	19990	2014	Džip/SUV	Dizel	2967	267000.0	245	Automatski
Peugeot	Beograd	2250	2001	Kupe	Benzin	1600	186855.0	109	Manuelni
Jeep	Beograd	12800	2015	Džip/SUV	Dizel	1956	186000.0	140	Automatski
Ford	Nova Pazova	3800	2003	Džip/SUV	Benzin	1995	280000.0	122	Manuelni
Volkswagen	Niš	50500	2025	Karavan	Dizel	1968	3000.0	150	Automatski
Alfa Romeo	Ralja	1500	2005	Kupe	Dizel	1910	278812.0	150	Manuelni
Ford	Lipnički Šor	7200	2012	Džip/SUV	Dizel	1997	266000.0	140	Automatski
Ford	Bor	220000	1993	Hečbek	Benzin	1100	118070.0	50	Manuelni
Opel	Torak	1200	2001	Limuzina	Benzin	1796	281500.0	122	Manuelni
Citroen	Šabac	16100	2019	Džip/SUV	Benzin	1199	92000.0	131	Manuelni
Opel	Novi Sad	3999	2011	Karavan	Dizel	1686	185000.0	125	Manuelni
Peugeot	Pančevo	3700	2008	Karavan	Dizel	1560	271632.0	109	Manuelni
Volkswagen	Osečina (Varošica)	6800	2009	Hečbek	Benzin	1400	242000.0	121	Manuelni
Mercedes Benz	Mladenovac	3600	2005	Limuzina	Dizel	2148	420000.0	150	Manuelni
Seat	Loznica	4600	2006	Monovolumen (MiniVan)	Dizel	1896	319000.0	116	Manuelni
Peugeot	Zrenjanin	850000	2005	Karavan	Dizel	1997	290007.0	136	Automatski
Škoda	Kragujevac	5900	2015	Karavan	Benzin	999	171000.0	75	Manuelni
Škoda	Kruševac	4650	2013	Hečbek	Benzin	1198	188826.0	60	Manuelni
Mercedes Benz	Futog	18250	2012	Džip/SUV	Dizel	2987	183022.0	258	Automatski
Mercedes Benz	Vršac	35999	2019	Kupe	Dizel	1950	110000.0	194	Automatski
Volkswagen	Loznica	3500	2008	Limuzina	Benzin	1398	213302.0	80	Manuelni
Škoda	Kanjiža	5350	2013	Hečbek	Benzin	1197	170000.0	86	Manuelni
Renault	Zrenjanin	850000	2007	Monovolumen (MiniVan)	Dizel	1870	174000.0	131	Manuelni
Ford	Beograd	4100	2003	Karavan	Benzin	2967	182605.0	226	Manuelni
BMW	Zemun	10000	2014	Limuzina	Dizel	1995	245000.0	143	Automatski
Volkswagen	Ruma	9600	2014	Hečbek	Dizel	1598	192000.0	110	Manuelni
Peugeot	Vranić	4890	2013	Hečbek	Benzin	1199	189000.0	82	Manuelni
Škoda	Kruševac	4650	2013	Hečbek	Benzin	1198	188826.0	60	Manuelni
MINI	Beograd	41800	2024	Hečbek	Benzin	1499	2000.0	155	Automatski
Seat	Smederevska Palanka	4499	2010	Hečbek	Benzin	1197	148390.0	105	Manuelni
Porsche	Zemun	17986	2003	Kabriolet/Roadster	Benzin	3196	205000.0	260	Manuelni
Volkswagen	Novi Sad	2400	2003	Limuzina	Dizel	1896	269000.0	101	Manuelni
Audi	Novi Sad	27190	2019	Džip/SUV	Dizel	1968	155440.0	190	Automatski
Citroen	Sombor	10000	2019	Hečbek	Benzin	1199	154000.0	131	Automatski
Peugeot	Bor	3550	2007	Hečbek	Benzin	1360	152225.0	88	Manuelni
Audi	Kraljevo	6200	2009	Hečbek	Dizel	1896	194440.0	105	Manuelni
BMW	Arilje	7990	2014	Hečbek	Dizel	1995	206536.0	116	Manuelni
BMW	Čačak	6599	2012	Hečbek	Benzin	1598	147429.0	136	Manuelni
Škoda	Mol	3999	2011	Karavan	Dizel	1598	234000.0	105	Manuelni
Opel	Petrovaradin	3100	2007	Hečbek	Benzin	1229	123000.0	80	Manuelni
Citroen	Beograd	6149	2012	Hečbek	Dizel	1560	187000.0	111	Automatski
Hyundai	Jagodina	28990	2025	Džip/SUV	Benzin	1598	1000.0	160	Manuelni
Nissan	Subotica	11300	2015	Džip/SUV	Dizel	1598	179333.0	131	Manuelni
Audi	Futog	10999	2010	Džip/SUV	Dizel	1968	204476.0	170	Automatski
Renault	Novi Beograd	2300	2005	Karavan	Dizel	1870	307468.0	120	Manuelni
Chevrolet	Beograd	7500	2013	Džip/SUV	Dizel	1686	175000.0	131	Manuelni
Peugeot	Beograd	14499	2019	Džip/SUV	Dizel	1499	161954.0	131	Automatski
Volvo	Beograd	13990	2014	Kabriolet/Roadster	Benzin	2521	200395.0	250	Automatski
Škoda	Beograd	16000	2019	Limuzina	Dizel	1968	65811.0	150	Manuelni
Volkswagen	Čačak	24900	2014	Džip/SUV	Dizel	2967	240000.0	204	Automatski
Audi	Kać	5000	2008	Karavan	Dizel	1968	300000.0	140	Manuelni
Opel	Sombor	9400	2016	Džip/SUV	Dizel	1598	244533.0	136	Manuelni
Audi	Temerin	16900	2015	Limuzina	Dizel	1968	247000.0	190	Automatski
Dacia	Niš	5350	2017	Hečbek	Benzin	898	117313.0	90	Manuelni
Volkswagen	Mali Zvornik	6200	2011	Hečbek	Benzin	1390	204000.0	160	Manuelni
Renault	Knjaževac	11000	2018	Monovolumen (MiniVan)	Dizel	1461	150140.0	110	Manuelni
BMW	Pančevo	4500	2006	Limuzina	Dizel	1999	300069.0	163	Manuelni
Volkswagen	Kruševac	350000	1996	Hečbek	Benzin + Gas (TNG)	1391	16461.0	60	Manuelni
Opel	Obrenovac	850000	1999	Kupe	Dizel	1700	290000.0	68	Manuelni
Kia	Beograd	12499	2022	Hečbek	Benzin	998	86220.0	101	Manuelni
Alfa Romeo	Železnik	1150	2004	Kupe	Dizel	1910	165563.0	150	Manuelni
BMW	Beograd	32000	2014	Džip/SUV	Dizel	2993	195000.0	381	Automatski
Citroen	Ruma	4999	2015	Hečbek	Dizel	1398	182300.0	75	Manuelni
BMW	Despotovac	8150	2008	Kupe	Dizel	1995	235000.0	177	Manuelni
BMW	Beograd	4600	2008	Limuzina	Dizel	1995	315400.0	177	Manuelni
Škoda	Beograd	1800	2004	Hečbek	Benzin	1198	201000.0	64	Manuelni
Mercedes Benz	Kragujevac	3800	2008	Hečbek	Dizel	1992	258500.0	109	Manuelni
Toyota	Novi Sad	4300	2012	Kupe	Benzin	998	114000.0	68	Manuelni
Škoda	Novi Sad	11990	2019	Karavan	Benzin + Metan (CNG)	1498	180000.0	131	Automatski
Fiat	Beograd	2300	2003	Kupe	Dizel	1910	269000.0	116	Manuelni
Ford	Jagodina	3500	2010	Hečbek	Benzin	1596	215000.0	120	Manuelni
Opel	Beograd	17900	2024	Hečbek	Benzin	1199	23297.0	101	Automatski
Audi	Beograd	13000	2012	Limuzina	Dizel	2967	240000.0	245	Automatski
Audi	Vrnjačka Banja	15900	2014	Karavan	Dizel	1968	275000.0	190	Automatski
Audi	Lazarevo	6500	2011	Hečbek	Benzin	1798	200542.0	160	Manuelni
Opel	Lapovo (Varošica)	2600	2006	Limuzina	Dizel	1910	294640.0	120	Manuelni
Subaru	Bogatić	2100	2001	Džip/SUV	Benzin	1994	25555.0	125	Automatski
Audi	Rakovica	800000	1998	Hečbek	Benzin	1595	275125.0	101	Manuelni
Suzuki	Novi Banovci	2999	2007	Hečbek	Benzin + Gas (TNG)	1586	295000.0	107	Manuelni
Ford	Stari Ledinci	3450	2010	Karavan	Dizel	1560	256000.0	109	Manuelni
Mercedes Benz	Beograd	138000	2020	Džip/SUV	Dizel	2925	95000.0	286	Automatski
Citroen	Čačak	750000	2001	Limuzina	Benzin	1598	350000.0	109	Manuelni
BMW	Beograd	38999	2018	Limuzina	Dizel	2993	240000.0	265	Automatski
Volkswagen	Beograd	13000	2017	Karavan	Dizel	1968	155000.0	150	Automatski
Chevrolet	Kaluđerica	1499	2006	Karavan	Benzin + Gas (TNG)	1589	240560.0	107	Manuelni
BMW	Beograd	46990	2021	Džip/SUV	Dizel	2993	107064.0	286	Automatski
BMW	Borča	29980	2013	Limuzina	Dizel	2993	180000.0	381	Automatski
Fiat	Niš	2200	2006	Hečbek	Benzin	1368	207000.0	77	Manuelni
Hyundai	Pančevo	5500	2013	Hečbek	Benzin + Gas (TNG)	1396	188000.0	101	Manuelni
Peugeot	Veternik	14999	2019	Džip/SUV	Dizel	1499	147000.0	131	Manuelni
Ford	Čačak	800000	2003	Limuzina	Benzin	1599	222428.0	101	Manuelni
Mercedes Benz	Trstenik	1100	2001	Hečbek	Dizel	1689	354000.0	95	Manuelni
Jeep	Beograd	12999	2017	Džip/SUV	Dizel	1600	110000.0	120	Automatski
Ford	Kragujevac	5400	2016	Hečbek	Benzin	999	204000.0	101	Manuelni
Audi	Novi Sad	10500	2001	Limuzina	Benzin	4172	230000.0	310	Automatski
Škoda	Čačak	14900	2017	Karavan	Dizel	1598	209986.0	120	Manuelni
Audi	Resnik	11200	2012	Karavan	Dizel	1968	270000.0	177	Automatski
Alfa Romeo	Niš	3700	2007	Karavan	Dizel	1910	192500.0	150	Manuelni
Mitsubishi	Jagodina	8500	2006	Pickup	Dizel	2500	237000.0	136	Manuelni
Volkswagen	Niš	23500	2018	Džip/SUV	Dizel	1968	165503.0	190	Automatski
Citroen	Voždovac	7900	2014	Džip/SUV	Dizel	1798	172000.0	150	Manuelni
Volkswagen	Novi Sad	9000	2018	Hečbek	Benzin	999	190000.0	75	Manuelni
Nissan	Bela Crkva	12300	2016	Džip/SUV	Dizel	1598	217993.0	131	Manuelni
Alfa Romeo	Šabac	6699	2008	Kupe	Dizel	2387	201000.0	200	Manuelni
Peugeot	Golubinci	1100	2003	Hečbek	Benzin	1360	185000.0	75	Manuelni
Opel	Stara Pazova	3450	2009	Monovolumen (MiniVan)	Dizel	1686	255000.0	125	Manuelni
Renault	Novi Pazar	1000	2003	Limuzina	Benzin	1998	220000.0	162	Manuelni
Opel	Blace	9450	2018	Džip/SUV	Benzin	1199	149000.0	131	Manuelni
Volkswagen	Smederevska Palanka	2999	2008	Hečbek	Benzin	1198	186160.0	60	Manuelni
Audi	Vrčin	12500	2010	Džip/SUV	Dizel	1968	209350.0	170	Automatski
Volkswagen	Inđija	4850	2008	Hečbek	Dizel	1968	351000.0	150	Manuelni
Volkswagen	Aleksinac	2900	2006	Hečbek	Benzin	1390	199999.0	75	Manuelni
BMW	Kostolac	5000	2007	Limuzina	Dizel	1995	269216.0	143	Manuelni
Opel	Novi Beograd	6300	2013	Kupe	Benzin	1398	79300.0	101	Manuelni
Opel	Novi Sad	2200	2008	Karavan	Dizel	1686	330000.0	101	Manuelni
Fiat	Kragujevac	1400	2002	Hečbek	Benzin	1242	238661.0	60	Manuelni
Citroen	Beograd	9890	2021	Hečbek	Benzin	1199	171895.0	110	Automatski
Volkswagen	Čukarica	10999	2020	Hečbek	Benzin	999	199000.0	95	Automatski
Peugeot	Subotica	2690	2010	Hečbek	Benzin	1124	143100.0	60	Manuelni
Citroen	Grocka	3800	2009	Hečbek	Dizel	1560	232000.0	109	Manuelni
Renault	Beograd	3000	2009	Hečbek	Benzin	1149	162000.0	75	Manuelni
Volkswagen	Prokuplje	4500	2012	Hečbek	Benzin	1198	192566.0	90	Manuelni
Volvo	Vrčin	28999	2020	Džip/SUV	Hibridni pogon (Dizel)	1969	191000.0	197	Automatski
Volkswagen	Sevojno	1750	1986	Hečbek	Dizel	1588	96500.0	54	Manuelni
Hyundai	Sakule	2400	2010	Hečbek	Benzin + Gas (TNG)	1086	177200.0	67	Manuelni
Opel	Pančevo	6000	2009	Džip/SUV	Dizel	1991	191780.0	126	Manuelni
Škoda	Smederevska Palanka	7800	2014	Karavan	Dizel	1598	186300.0	105	Manuelni
Škoda	Surčin	8300	2013	Limuzina	Dizel	1598	275000.0	105	Manuelni
Nissan	Jevremovac	11990	2015	Džip/SUV	Dizel	1598	259000.0	131	Manuelni
Ford	Zrenjanin	7900	2016	Monovolumen (MiniVan)	Dizel	1968	210000.0	150	Manuelni
Hyundai	Jagodina	34490	2024	Džip/SUV	Dizel	1598	1000.0	136	Automatski
Volkswagen	Varvarin	2600	2002	Limuzina	Dizel	1896	292500.0	101	Manuelni
Mercedes Benz	Ruma	10700	2009	Džip/SUV	Dizel	2987	290000.0	224	Automatski
Hyundai	Niš	28690	2025	Džip/SUV	Benzin	1598	3000.0	159	Manuelni
Volkswagen	Vrčin	3199	2008	Karavan	Dizel	1968	222533.0	140	Manuelni
Mazda	Sombor	13500	2019	Džip/SUV	Dizel	1759	183685.0	116	Manuelni
Volvo	Beograd	1550	2004	Karavan	Dizel	2401	340000.0	163	Automatski
Volkswagen	Mali Zvornik	11500	2013	Hečbek	Dizel	1968	285000.0	150	Manuelni
Audi	Boleč	11500	2011	Džip/SUV	Dizel	1968	252000.0	170	Automatski
Peugeot	Beograd	14690	2021	Džip/SUV	Benzin	1199	95113.0	131	Manuelni
MINI	Beograd	3400	2012	Hečbek	Benzin	1598	220000.0	75	Manuelni
Volkswagen	Novi Pazar	14699	2016	Karavan	Dizel	1968	225873.0	150	Automatski
MINI	Leskovac	3450	2005	Kupe	Benzin	1600	117500.0	170	Automatski
BMW	Kraljevo	10600	2017	Hečbek	Benzin	1499	217000.0	136	Automatski
Audi	Čačak	6700	2009	Hečbek	Dizel	1968	323900.0	140	Automatski
Mercedes Benz	Futog	19250	2019	Limuzina	Dizel	1950	163680.0	150	Automatski
Renault	Kragujevac	5499	2013	Monovolumen (MiniVan)	Dizel	1461	245838.0	110	Manuelni
Fiat	Brestovac	800000	2000	Hečbek	Benzin	1242	270000.0	60	Manuelni
Volvo	Novi Sad	2600	2005	Karavan	Dizel	2401	420000.0	163	Manuelni
Renault	Novi Sad	2750	2008	Karavan	Dizel	1461	204000.0	110	Manuelni
Peugeot	Varvarin	1200	2003	Hečbek	Dizel	1398	252390.0	68	Manuelni
Volkswagen	Paraćin	3799	2007	Monovolumen (MiniVan)	Benzin	1390	205000.0	80	Manuelni
Mercedes Benz	Deveti Maj	4800	2009	Karavan	Dizel	2148	323000.0	136	Manuelni
Fiat	Mirijevo	650000	2001	Kupe	Benzin	1100	236000.0	54	Manuelni
Volkswagen	Bor	1900	2002	Hečbek	Dizel	1896	244000.0	101	Manuelni
Citroen	Beograd	3800	2012	Hečbek	Benzin	998	157300.0	68	Manuelni
Volvo	Zemun	8700	2015	Limuzina	Dizel	1560	142500.0	120	Automatski
Škoda	Užice	6599	2012	Hečbek	Dizel	1998	257000.0	109	Manuelni
Renault	Lazarevo	11500	2017	Limuzina	Dizel	1598	276090.0	131	Automatski
BMW	Beograd	46990	2021	Džip/SUV	Dizel	2993	107064.0	286	Automatski
Volkswagen	Čačak	6999	2011	Hečbek	Dizel	1598	224758.0	105	Manuelni
Fiat	Čenta	3000	2011	Hečbek	Benzin	875	79000.0	84	Manuelni
Volkswagen	Inđija	5750	2009	Karavan	Benzin + Metan (CNG)	1390	243000.0	150	Manuelni
Škoda	Beograd	2750	2008	Limuzina	Dizel	1422	205120.0	69	Manuelni
Volkswagen	Kaluđerica	2300	2004	Hečbek	Dizel	1968	254000.0	140	Manuelni
Seat	Beograd	1200	2002	Limuzina	Dizel	1896	202000.0	101	Manuelni
Dacia	Beograd	1100	2006	Limuzina	Benzin	1390	196000.0	75	Manuelni
Peugeot	Batajnica	14800	2017	Džip/SUV	Dizel	1560	169000.0	120	Manuelni
Alfa Romeo	Gornji Milanovac	3850	2010	Hečbek	Benzin	1368	172700.0	105	Manuelni
Citroen	Jagodina	3699	2015	Hečbek	Benzin	1199	141000.0	82	Manuelni
Volvo	Beograd	4300	2008	Limuzina	Dizel	2400	218320.0	126	Manuelni
Volkswagen	Voždovac	1000	1985	Kabriolet/Roadster	Benzin	1800	183000.0	117	Manuelni
Opel	Novi Sad	800000	1996	Karavan	Benzin + Gas (TNG)	1598	300000.0	75	Manuelni
Peugeot	Sremska Mitrovica	1899	2007	Hečbek	Dizel	1398	254000.0	68	Manuelni
Peugeot	Zemun	7290	2018	Hečbek	Dizel	1499	183722.0	102	Manuelni
Renault	Jagodina	11300	2019	Hečbek	Dizel	1461	172838.0	95	Manuelni
BMW	Kostolac	5000	2007	Limuzina	Dizel	1995	269216.0	143	Manuelni
Opel	Kovin	4699	2008	Džip/SUV	Dizel	1991	190000.0	150	Manuelni
Peugeot	Jagodina	12300	2020	Hečbek	Benzin	1199	83976.0	131	Automatski
Ford	Čačak	9500	2017	Karavan	Dizel	1997	211000.0	150	Manuelni
Mercedes Benz	Vranje	91000	2021	Limuzina	Dizel	2925	180000.0	330	Automatski
Volkswagen	Niš	1100	1992	Hečbek	Dizel	1598	250000.0	54	Manuelni
Peugeot	Jagodina	12300	2020	Hečbek	Benzin	1199	83976.0	131	Automatski
Mitsubishi	Jagodina	8500	2006	Pickup	Dizel	2500	237000.0	136	Manuelni
Volkswagen	Beograd	23500	2016	Pickup	Dizel	1968	202000.0	179	Automatski
Volkswagen	Novi Pazar	2150	2002	Monovolumen (MiniVan)	Dizel	1896	440000.0	116	Manuelni
Peugeot	Šabac	6290	2017	Hečbek	Dizel	1560	165233.0	99	Manuelni
Fiat	Beograd	3600	2009	Hečbek	Benzin + Metan (CNG)	1368	292152.0	77	Manuelni
Seat	Sremska Mitrovica	3800	2009	Hečbek	Benzin	1198	139000.0	69	Manuelni
BMW	Inđija	4250	2008	Limuzina	Dizel	1995	270000.0	143	Manuelni
Nissan	BEOGRAD	12499	2015	Džip/SUV	Dizel	1598	246500.0	131	Manuelni
Mercedes Benz	Beograd	4250	2002	Limuzina	Dizel	2148	310000.0	150	Automatski
Peugeot	Beograd	18999	2020	Hečbek	Dizel	1997	166716.0	163	Automatski
Volkswagen	Aleksinac	2900	1906	Hečbek	Benzin	1390	199999.0	75	Manuelni
Audi	Vrnjačka Banja	15900	2014	Karavan	Dizel	1968	275000.0	190	Automatski
Fiat	Lazarevac	4200	2010	Hečbek	Benzin	1368	160635.0	135	Manuelni
Peugeot	Beograd	8700	2018	Hečbek	Benzin	998	123474.0	72	Automatski
BMW	Zemun	4599	1988	Limuzina	Benzin	2500	204000.0	170	Automatski
Peugeot	Kosjerić	6950	2020	Hečbek	Dizel	1499	163000.0	102	Manuelni
Opel	Bor	1600	2001	Karavan	Benzin	1389	275000.0	90	Manuelni
BMW	Beograd	6290	2008	Limuzina	Dizel	1995	294000.0	143	Manuelni
Renault	Subotica	3250	2015	Hečbek	Dizel	1461	176900.0	75	Manuelni
BMW	Beograd	59990	2023	Limuzina	Hibridni pogon (Benzin)	2998	27612.0	374	Automatski
Honda	Dobanovci	34990	2023	Hečbek	Hibridni pogon (Benzin)	1993	14159.0	184	Automatski
Ford	Kragujevac	4800	2007	Kabriolet/Roadster	Dizel	1997	245130.0	136	Manuelni
Volkswagen	Sombor	4990	2014	Hečbek	Benzin + Metan (CNG)	999	173800.0	68	Manuelni
Peugeot	Novi Sad	600000	2001	Hečbek	Benzin + Gas (TNG)	1360	255764.0	75	Manuelni
Zastava	Niš	350000	1988	Limuzina	Benzin	1100	63000.0	54	Manuelni
Peugeot	Čačak	5100	2009	Monovolumen (MiniVan)	Dizel	1560	183000.0	110	Manuelni
Mercedes Benz	Beograd	138000	2020	Džip/SUV	Dizel	2925	95000.0	286	Automatski
Fiat	Novi Sad	3999	2012	Hečbek	Benzin	1242	150000.0	69	Manuelni
Mercedes Benz	Mali Mokri Lug	1200	2003	Hečbek	Dizel	1689	271543.0	95	Manuelni
Volkswagen	Sremska Mitrovica	2890	2006	Hečbek	Dizel	1422	201000.0	69	Manuelni
Opel	Beograd	17900	2024	Hečbek	Benzin	1199	5889.0	101	Automatski
Fiat	Voždovac	6200	2015	Hečbek	Benzin	1242	87000.0	69	Manuelni
MINI	Kaluđerica	3000	2004	Kabriolet/Roadster	Benzin	1598	184000.0	90	Manuelni
Jeep	Valjevo	12900	2015	Džip/SUV	Dizel	1956	214979.0	170	Automatski
Renault	Beška	1150	2005	Monovolumen (MiniVan)	Dizel	1870	250000.0	120	Manuelni
Volkswagen	Bela Palanka	600000	1996	Karavan	Dizel	1890	300000.0	68	Manuelni
Volkswagen	Kać	2200	2002	Limuzina	Dizel	1896	278000.0	90	Manuelni
Škoda	Zrenjanin	1950	2005	Karavan	Dizel	1422	233500.0	73	Manuelni
Ford	Čačak	25990	2024	Džip/SUV	Benzin	1497	10446.0	150	Manuelni
Opel	Šabac	2300	2004	Hečbek	Dizel	1686	318472.0	80	Manuelni
BMW	Beograd	37900	2021	Džip/SUV	Hibridni pogon (Dizel)	2993	176000.0	340	Automatski
Volkswagen	Rakovica	6600	2009	Kupe	Benzin	1390	212031.0	160	Manuelni
Škoda	Aleksinac	3499	2009	Hečbek	Benzin	1198	140000.0	69	Manuelni
Citroen	Zemun	1500	2002	Monovolumen (MiniVan)	Dizel	1997	302000.0	90	Manuelni
Honda	Novi Beograd	3400	2007	Hečbek	Dizel	2204	247000.0	140	Manuelni
Audi	Beograd	55192	2022	Karavan	Dizel	2967	15995.0	245	Automatski
Volkswagen	Novi Beograd	9950	2013	Hečbek	Dizel	1598	233000.0	110	Manuelni
Smart	Kraljevo	4800	2008	Kupe	Benzin	999	132577.0	98	Automatski
Renault	Smederevo	1550	2001	Monovolumen (MiniVan)	Benzin + Gas (TNG)	1998	203000.0	140	Manuelni
Škoda	Surčin	43900	2024	Džip/SUV	Benzin	1984	13500.0	245	Automatski
Audi	Kraljevo	6200	2009	Hečbek	Dizel	1896	194440.0	105	Manuelni
Mercedes Benz	Kovin	3850	2002	Limuzina	Dizel	2199	360000.0	150	Automatski
Opel	Jagodina	13550	2018	Limuzina	Dizel	1598	165211.0	120	Automatski
Fiat	Barajevo	250000	1999	Hečbek	Benzin	1108	1000.0	54	Manuelni
Opel	Bačka Palanka	2199	2007	Hečbek	Dizel	1248	197119.0	75	Manuelni
Mercedes Benz	Batajnica	12499	2017	Hečbek	Dizel	1461	190000.0	109	Automatski
Volkswagen	Sombor	4990	2014	Hečbek	Benzin + Metan (CNG)	999	173800.0	68	Manuelni
Seat	Sremska Mitrovica	3800	2009	Hečbek	Benzin	1198	139000.0	69	Manuelni
Škoda	Beograd	1400	2004	Hečbek	Dizel	1422	301903.0	75	Manuelni
Peugeot	Bratinac	550000	1998	Hečbek	Benzin	1360	134710.0	75	Manuelni
Opel	Pančevo	6000	2009	Džip/SUV	Dizel	1991	191780.0	126	Manuelni
Opel	Zemun	10490	2017	Monovolumen (MiniVan)	Dizel	1598	210000.0	135	Manuelni
Audi	Beograd	19400	2020	Karavan	Dizel	1968	209000.0	190	Automatski
Opel	Beograd	950000	1999	Karavan	Dizel	1700	286925.0	68	Manuelni
Volkswagen	Gornji Milanovac	1800	2002	Hečbek	Dizel	1896	250000.0	101	Manuelni
Fiat	Bojnik	1350	2002	Pickup	Benzin	1100	290000.0	54	Manuelni
Opel	Čačak	14400	2021	Džip/SUV	Benzin	1199	32048.0	110	Manuelni
Volkswagen	Topola	9200	2010	Džip/SUV	Dizel	1968	250000.0	110	Manuelni
Audi	Novi Sad	7500	2011	Hečbek	Dizel	1968	253000.0	140	Manuelni
Mercedes Benz	Novi Pazar	3150	2002	Limuzina	Dizel	2148	287000.0	150	Manuelni
Opel	Kraljevo	2600	2008	Monovolumen (MiniVan)	Dizel	1686	260000.0	110	Manuelni
Chevrolet	Mirijevo	7100	2013	Džip/SUV	Benzin	1364	220000.0	140	Manuelni
Audi	Inđija	7700	2015	Karavan	Dizel	1968	519000.0	150	Automatski
BMW	Beograd	6999	2007	Limuzina	Dizel	1995	270000.0	163	Manuelni
Peugeot	Futog	9250	2016	Karavan	Dizel	1997	188412.0	150	Manuelni
BMW	Kać	3700	2009	Hečbek	Dizel	1995	186000.0	143	Manuelni
Smart	Novi Sad	2500	2005	Kupe	Benzin	698	100177.0	61	Automatski
Citroen	Jagodina	11350	2019	Hečbek	Benzin	1199	108661.0	110	Manuelni
Peugeot	Beograd	2250	2001	Kupe	Benzin	1600	186855.0	109	Manuelni
BMW	Šabac	37000	2021	Limuzina	Dizel	1995	68000.0	190	Automatski
MINI	Vračar	49900	2025	Džip/SUV	Hibridni pogon	1998	4500.0	218	Automatski
Nissan	Šajkaš	2800	2009	Hečbek	Dizel	1500	296000.0	86	Manuelni
BMW	Futog	7350	2013	Karavan	Dizel	1995	195998.0	184	Manuelni
Jaguar	Beograd	8800	2008	Limuzina	Dizel	2720	191000.0	207	Automatski
Peugeot	Novi Sad	3200	2009	Hečbek	Benzin	1397	176000.0	95	Manuelni
Opel	Veternik	3300	2010	Limuzina	Dizel	1248	200000.0	75	Manuelni
BMW	Paraćin	1950	2001	Karavan	Benzin + Gas (TNG)	1895	326000.0	118	Manuelni
